,text
15309,1.김수홍 한대 때리고 싶었음2.갑자기 난대없는 공룡...3.이야기를 억지로 이어놓은 느낌
15310,개인적으로 2편이 더 재밌다
15311,인과 연이 촘촘하게 연결돼 있고 유머가 있으며 감정선을 건드려 준다 CG가 볼만 하다 죄 짓지 말고 살아야겠다 그럼에도 불구하고 늘어지는 부분이 있다
15312,일편과 비슷한 전개라 지루한 느낌이 없지않아 있음
15313,1편보다 잼있었어요.스토리도 나름 탄탄했고...주지훈 짱♡
15314,주지훈 최고.... 너무 멋짐
15315,재밌게봤다..ㅜㅅㅜ내인생영화
15316,전 너무 재미나더라고요능청스러운 연기에 감동 하고요전1편보다 스토리가 너무 잘 짜여진것같아서 좋더라고요 3편도 꼭 기대할께요
15317,1편은 살짝 이거 그냥 그냥 볼만하네 살짝 아쉽다 라는 느낌으로 봤는데 2편은 여운도 좀 남고 스토리가 1편보다 탄탄해서 너무 좋았다~!
15318,아 진짜 너무좋다 주지훈 너무 좋아...마동석 너무 귀여웡...1편을안보고 대충 설명듣고 봤는데도 재밌고 좋다 감동과반전 좋아좋아
15319,초반지루함 중반 지루함 끝 재밌음 교훈있음
15320,완전 재미나고 감동적이었는데. . . 1편 이상이었음
15321,저는 1편이 더 재밌었어요. 근데 2편도 재밌어요. 3편 나오면 보려구요 ㅎㅎ
15322,스토리가 1편보다 더 탄탄하고 연기가 매끄러워서 즐겁게 관람했습니다
15323,많은 내용을 넣으려니 대사가 많다고 느껴짐 좀 지루할수도있지만 배우들 연기력으로 커버됨 조금 뻔한 내용을 예측하면서  볼수있는데 마지막에 소름
15324,생각보다 재미있었어요괜찮은 영화예요
15325,진지한 시간이었습니다.~
15326,2탄이 더 잼나네요~~
15327,스토리는 1편 보다 좋았음ㅋㅋ 신과함께3 진기한으로 가즈아~~!!!!
15328,너무재밋엇어요 스토리구성이 너무 탄탄하게 잘짜여진듯하네요 잘ㅤㅂㅘㅅ어요
15329,한국형 판타지영화로 자리매김에 성공. 주지훈 멋있다!
15330,내가 1편보다 더 재미있는 영화는 처음 보는거  같내요 스토리도 좋고 배우들 연기좋고  너무 재밌내요 3편이 기다려 집니다
15331,난 재밋엇는데....
15332,일편보다 개인적으로는 더 재미있게 봤어요!
15333,졸았다졸았음졸렸음ㅎㅎ
15334,정말이지 주지훈덕분에 두번 보고싶다
15335,연기들 넘 잘해서..중간중간 감초같은 연기들 넘 좋았어요~
15336,1편보다 나은듯 내용도 몰입도랑 내용이 나음
15337,1편에이어 감동도 있고 재미있었음. 전달하려는 메세지도 좋았고 무엇보다도 스토리가 탄탄
15338,주지훈이 정말 ㅤㅊㅚㄱ오였다....  덮머리 레알 스윗
15339,너무 재밌어요 또 봐도 재밌을거같아요반전에 반전을 거듭하네요 전편을 보고 봐야 더 이해가 잘 되고 좋을거예요잼나게 봤습니다
15340,정말 재미있게  잘 봤어요
15341,걍 오짐. 놀람의연속 최고최고 ㅠ
15342,세상에 나쁜사람은없다. 나쁜상황만 있는거지...
15343,웹툰 영화화할거면 이렇게만 해라
15344,전편보다 감동은 덜 했지만 재미있었고 무언가 생각할수 있던 영화였어요
15345,내용이 별루다. 개연성도 없고
15346,대박이였죠ㅋㅋ 장면이 너무 많이 바껴서 짜증은 나지만...  꿀잼!! 역시 신과함께 재밌오용ㅋㅋ
15347,재밌게 잘봤어요 다음편두 기대하께요
15348,1편보다 재밌었다 괜찮은 가족영화 주호민 역시대박
15349,1편이 더 재미있었어요!2편은 스토리 부분이 더 풍성해요
15350,부모님이랑 전편부터 ㅤㅂㅘㅅ는데 재미잇어요저번편은 좀 무겁고 종교적인 이야기가 강햇는데웃는 포인트도 많고 좋앗어요 내용도
15351,진짜 최근에 본 영화중에 제일 돈 안아까운 영화임. 천만이 괜히 천만이 아니라 진짜 스토리가 미쳤음. 안보면 후회야
15352,1편보다 2편이 더 재밌어요~
15353,두번 봐도 잼나던데..
15354,주지훈 너무 멋있고 김동욱도 귀엽고 ㅂ
15355,쟈미있었어요 이번것도
15356,잼없음요영화보러가서 잔적은 첨임
15357,주지훈 겁나 잘생겼어요ㅠㅠ
15358,1편보다 두배 감동과 재미 그리고 흥미로운 반전에 반전들! 공룡조차 좋았다.
15359,1편보다 재밌고 완성도 있긴한데이토록 빨리 천만을 향해 달려갈정도는 아니다
15360,전체적으로 지루했지만 내용전달이 전작보다 좋았습니다
15361,솔직히 노잼..원작 내용을 싹 바꿨음
15362,초반엔 좀 잼있는데 지루했다..
15363,그냥 스토리한번에다풀려니 길어진것같은영화랄까 ㅎㅎ 무슨 한국판마블같음 3편예고 두둥..ㅎㅎ주지훈이 왜인기급상승하는지 알겟는영화 ♡
15364,여름방학때 봤다 하기에는 적당한영화그정도
15365,개꿀잼!! 1편내용 좀 알고가는게 좋을듯요
15366,한순간도 지루하지 않고 흥미진진 감동뿜뿜
15367,이거 진짜 시간가는지모르고 재밌게봤다
15368,전편도 재미있었지만 이번에도 재미있네요..추천합니다.
15369,재미잇어요~ㅋㅋㅋㅌ
15370,1편보다 더 재밌는거 같고 정말 반전의 반전을 거듭하는 영화 !
15371,너무너무재밋엇다..
15372,재미있어요~ 전편도 좋았는데 실망시키지 않네요
15373,스토리 굿굿 1편 안봤는데도 재밌네요
15374,재미있었네요  다음편도기대됩ㅤㄴㅣㄷㄱㄴ
15375,용산아이맥스 4시40분거봤습니다1편이 그나마 완성도 시나리오가 좋고 2편은 모든 구성들이 부족합니다 그냥 시리즈로 만들기 위한 일종의 다리역할을 하게한 2편정도로 보시면됩니다 일반 대중들이 상업영화보기엔 무난합니다 ...
15376,그냥 그렇다 1편이 훨 나음.
15377,새로운게 하나도 없었다. 긴장감 제로
15378,주지훈 잘생겼다. 주지훈이 잘생긴거 처음알았다
15379,너무재미있어요. 이야기 연결도 자연스러워요^^
15380,정말 재밌게봤어요. 후속편은 늘 기대이하였던 작품들이 많았는데 신과함께는 기대 이상이었어요. 또볼수도 있을것 같아요. 끝인게 아쉽네요. 별 다섯개입니다:D
15381,2편도 기대 이상이네요 감동과 재미 둘다잡았어요
15382,제 입장으로 영화 보면서 배우들 다 사랑해 본 적은 이번이 처음이에요 이번 신과함께_인과 연에서는 웃음을 유발하는 장면도 많았고 그래서 더 유쾌했고 그래서 더 슬픈 부분도 많았어요 전 펑펑 울면서 봤어요 ! 두 번 ...
15383,너무 많은걸 전달하려니 뭔가 아쉬운 점이 잇엇던거 같아요
15384,핵노잼이여 걍 신과함께 시리즈가 연기도 어색하고 걍 ㄴㅅ잼임
15385,대반전 나는 1보다 더 잼있었음
15386,왜 울어 ㅋㅋ  의문이 풀렸는데 또 대박 ㅋㅋ 염라가....염라가..ㅋㅋㅋ
15387,기대하고 본만큼 재밌고 몰입도가 높아서 좋았어요
15388,저승들이야기 재밌게 잘봤어요 3편도 빨리 나왔으면 좋겠다!!!
15389,조금 뻔했긴했지만 볼만했습니다.
15390,그래도1편보단 훨 낫다
15391,1편 두시간 넘는 신파보단 괜찮았음
15392,"레알 개꿀잼이다영화비가 아깝지않다스토리 탄탄하고, 연기 잘하고흥행 할 수 밖에 없는듯"
15393,1편은 별로여서 2편 보는건 고민했는데 개인적으로 2편이 훨씬 재밌네요그들의 이야기가 매력있어요 주지훈 인상깊네요
15394,1편보고  넘나 좋았었는데 역시 잘봤습니다.
15395,졸라재밋다...또보고싶드
15396,오랜만에 본 한국영화인데 영화보다가 존것도 오랜만인듯;;; 너무 지루했다...
15397,시작과 끝 언제나 뻔한 연대기
15398,조금은 지루한듯 끼워 맞추기식 스토리!!!
15399,신과함께 시리즈는 늘 한방이 있다. 초반부에는 지루할수 있으나 중후반부로 갈수록 재밌고 몰입도가 높아진다 전하고자 하는 메세지 또한 정확하다. 사람의 인과연에 대해서 나름대로 잘 풀어냈다고 생각한다. 하정우랑 주지훈...
15400,스토리에 비해 시간이 너무 길고 1편에 비해 너무 지루했어요...그래도 감동은 있었습니다
15401,부제가 모든것을 요약해줌
15402,마동석주지훈향기너무웃긴코믹ㅋ
15403,재밌었습니다! 믿고 보는 배우들
15404,1편에 여러 지옥을 보여주고 2편에 저승사자들의 1000년전 일을 보여주고 마지막에반전도 있으면서 중간중간 코믹도있는 진짜 좋은 영화라고 생각된다어우 진짜 개꿀 주지훈 그와중에 멋짐
15405,"뭐지 난 1편,2편 둘다 재밌게 봤는데 3편도 꼭 내주세요 !!"
15406,기대이하네요좀 지루하네요
15407,굿굿 재밋엇어요 괜히 신과함께를 보는게 아니네요
15408,웬만하면 댓글 안다는데 너무 꿀잼이었다.반전에 반전. 내 인생을 다시 되돌아 볼 수 있었던 계기가 되어서 좋았다.
15409,잼나게 보고왔네요 알바아님 ㅎ
15410,역시~! 재미있엇어요.. 주지훈이 멋잇어요~~
15411,전편 보다  이번에는  유머스런 장면이  많아 좋았다
15412,와.... 주요인물의 관계가 이렇게 얽혀 있는지 진짜 사람들이 왜 반전에 반전이다라는 말에 개공감ㅋㅋㅋ 다음 원일병이 귀인이 되어 환생하는거 빨리 보고싶어요!!!ㅜㅠㅠ
15413,그닥 전편에 비해 못 미침
15414,1편 너무 실망이었는데 1편보단 재밌어서 다행
15415,1편만큼 아니고 감동이나 의미는 별로고요천만까지는 좀 아니지만 공들여서 만든 성의가 있어요 상영관이 많아서  많이 보는거 같아요미션 임파서블보다  재미없어요
15416,1편에비해 다소 아쉬움!
15417,간단히 예약하고. 편하게 봤네요
15418,그럭저럭 볼만함 전편보다는별로
15419,1편보다 2편이 더 재밌었다. 억지 눈물 안짜서 좋았고 중간중간 센스있는 유머코드들이 좋았다.
15420,1보단 나았다 훨씬 괜찮아짐
15421,"쥬라기월드1 애청자라 공룡씬만 기억에 남고, 쥬라기 월드2 보다 공룡씬 잼있다"
15422,용서하라 사과하라..스토리 전개 별루  공룡 나와 헥~
15423,1편이 더 낫다는 생각을 들게만든 2편.
15424,전작에비해 그ㅤㄷㅘㄱ 갬동이없고 떡밥회수느낌
15425,초반이 너무 지루했고 결말반전부분이 좀 예상가능한 전개였다
15426,1편보다 재미없어요. 하품 몇번정도 한것같아
15427,1편도 봤고 볼것도없어서 봤는데 기대보다 별론데..뭐 볼만은함
15428,역시!! 2탄에는 주지훈!
15429,곁에 있을 때 잘하자!!
15430,전편을 보면서 과도한 신파에 눈살찌푸리면서 봤었지만  2편에서는 다소 줄어든 신파에 보기는 한결 편했지만 여전히 개연성부족한 스토리에 맞지않는설정들과  전편보다오히려 떨어진 cg는 아쉽네여   공룡들이나오는부분은 실...
15431,생각보다 김동욱 분량이 적었고1편과는 다른양상이어서 개인적으로는 1편이 더재밌었음
15432,그럭저럭 더운 여름날 가족과 함께 보기에 무난한  영화였어요.
15433,오늘 봤는데생각보다 별로였어요.1편에서는 감동적이여서 눈물도 흘리고 몰입이 엄청좋았는데..개인적인 취향이겠지만 2편은..몰입감도 별로고..중간에 지루해서 졸았어요ㅠㅠ아쉬워요
15434,각자 전생에 대한이야기들이 재밌었으나이야기가 분산되는듯 정신없어 집중하기가 힘들었다.그래도 재밌게 봤어요
15435,1보다는  별루였던 거 같아요
15436,"1편보다 더 재밌었고, 반전도 좋았고 ! 만족입니당"
15437,"주지훈을 위한 영화이고, 영화를 보고나서 느낀건 진짜 이정재 잘생겼다...이뿐이다~!"
15438,1편보다 훨씬 재미있고 감동적입니다.3편이 기대됩니다.
15439,가족들과 재미있게봤네요..3편도 나올까요?
15440,기대했던것보단...별로;; 카메오라도 차태현이 한번쯤 더 나올거라 생각했는데 단 한씬도 안나오더라. 그냥저냥
15441,마지막 반전 치인다. 평점 십점!
15442,난 진짜 재밌었음 내려보니까 무슨 알바니 뭐니 하는데 재밌었던걸 어떡하라고
15443,재밌었습니당ㅋ주지훈 넘 좋았어요
15444,주지훈 완전 멋있다1편보다 재밌었음
15445,정말 잘봤어요. 책과는 또다른 감명. 감사~♡
15446,주지훈 앞머리 내렸을때 진짜 심쿵...이번영화도 재미있게봤어요
15447,다음편도 무조건 볼래요
15448,진짜 너무 재밌었다 마지막 쿠키영상 대반전..!
15449,그냥  보세요~~재미나요
15450,하품이 살짝 나오네용 ...
15451,전편보단 괜찮았지만 먼가 아쉬움
15452,이거 보느니 차라리 미션 한번 더 보세요....
15453,예상 가능한 전개지만 알고나면 신박하다
15454,1편보다 개그 요소가 많이 들어가 있어서 재밌게 ㅤㅂㅘㅅ네요
15455,그냥..좋았습니다 마동석님
15456,지금 시대를  대변하는 좋은 내용이네요.착하게 삽시당^^
15457,대반전 이네용  개꿀잼 추천
15458,1편보다 재미있었네용
15459,1편 보다 감동은 좀 덜해도 스토리가 탄탄해서 완전 재밌게봄!!
15460,만족스러웠네요. 만화 안봤고 1편 재밌게 본 관객으로써 2편도 재밌게 봤습니다. 3편도 나오면 좋겠는데 ㅎㅎ
15461,개인적으로 1편보다 더 좋았습니다
15462,기대 이상으로 재밌네요.
15463,모든 것은 인연으로 묶여 있다.
15464,♡♡주지훈♡주지훈♡♡
15465,갸꿀쟘이다 정말 재밌다
15466,1편도 재밌었는데 2편도 재밌게봤어욧
15467,"스토리 탄탄, 주지훈  멋짐~"
15468,원작이랑 좀 다른느낌인데 볼만함
15469,억지 설정. 원작에 한드를 더한 막장. 더음편엔 눈밑에  점찍고 나올듯
15470,재밌게 잘 봤습니다. 이번에도 좋아요.
15471,솔직히 1편도 독과점인데다가 원작기대로 혹시나봤는데 2편도 독과점 개심하네 여친이랑 볼영화가없어서 또받는데 또속았다. 틀려진건 1편이 코믹햇다면 2편면 중국 사극판타지무협 영화에가깝고 스토리도 단한번도 재미가없고 개...
15472,평점보니 나만 재미없나보네... 정말 지루했는데...
15473,보다가 졸았어요 솔직히 기대이하입니다.중간억나간사람 더러있었음
15474,1점주는애들 사회불만 존니많네 거지샛기덜
15475,3편도 나왔으면 좋겠다.신과함께 짱★
15476,탄탄한 각본이 아닌 급하게 이어붙인 티가 난다
15477,1편처럼 신기하진 않았지만   대사 한마디  한마디가  놓치고 싶지 않았다  다시 한번 봐야 할듯하네요
15478,왜들그려셔 난 재밌드만
15479,개인적으로 정말 재밌었음 좀 슬프기도 하고 웃긴부분도잇어서 추천함
15480,영화보면서 울컥울컥 했던것도 많았고 셋이서 인연이 있었다는게 완전 반전이었음... 존잼.... 굿
15481,가족과 함께 보는 것을 추천합니다
15482,생각보다 훨 잼나요~반전도있고!주지훈씨 멋져요♡
15483,굿 믿고보는 신과함께♡
15484,초반엔 좀 졸았는데 뒤엔 그럭저럭 잼..
15485,스토리가 너무 들어갔지만 집중해서 잘 봤어요. 역시 마블리!!~ 주지훈연기너무 잘하고 향기랑 둘이 과거에 바라보며 우는 장면에서 향기가울기 직전에 연기를 너무 잘해서 그 감정이 그대로 느껴져서 좋았어요. 예상되는 전...
15486,"1편을 안봤지만 2편 보니 1편이 나았겠단 생각이 든다. 일단 러닝타임이 너무 길고 성주신이 말로 영화를 이끌어 가는게 지루했다. 주지훈, 이정재는 지옥에서도 빛나더군."
15487,와 진짜 내가 본 영화중에 진짜 재밌고 스토리구성도 재밌고마지막에 반전 넘나 재밌었음 3편 제발 나와라 진짜나오면 개봉하자마자 바로 극장간다!!
15488,3편이랑 4편이 정말로 기대되는 영화에요!!!
15489,믿고봤습니다 3편도 기대해봅니다!
15490,하도 혹평이 많아 걱정했는데 기대보다 좋았습니다. 남잔데 주지훈 ㅤㅇㅙㄹ케 멋진건지 ㅎㅎ 이 영화보고 팬됐네요.
15491,처음부터 끝까지 모두 다 예상되는 스토리 텔링으로 꽉차있다. 2편은 그나마 한국형판타지에 이런 CG도 신선하고 모든게 다 새로우니까 그나마 좀 보는맛이 났는데  2편은...하 말도 안나온다. 평소 영화좀보는사람은 절...
15492,개재밌음~10편까지 나왔으면~정말 재밌게 잘봤습니다~
15493,기대 이상이였음..1편보다 감동적이네요!
15494,솔직히 저번에 너무 재밌게 봐서 기대안하고봤는데 배우들 하나하나 조연들까지도 연기잘하고 내용도 좋았다
15495,주지훈이 살린게많은듯 진짜 많이웃음 ㅋㅋㅋㅋ그리고 반전도 적절히 잘넣은것같음 ㅠㅠㅠ역시 재밌어요
15496,그닥 그냥 그런 영화 같습니다.
15497,1편은 2편을 위한 밑밥에 불과했다 반드시 1편을 보고 관람하세요
15498,굳입니다굳입니다굳굳굳
15499,주지훈이너무너무너무너무잘생겼다
15500,빠른 전개 좋아요!~~~
15501,믿고보는 영화~ 후회없음~ㅎ
15502,죄와벌보다 짜임새가 좋네요.3탄 기대합니다
15503,반전이 한번으로 쪽하나.이건무슨 열백번도 더나옴
15504,영화를 본 사람으로서 1편을 본 사람들은 이번 편을 볼 때 1편만큼 기대하지 말길 바란다 그만큼 실망도 크니까 솔직히 초반에 마동석과 주지훈이 다 살리고 중반부터 살짝 지루 하다 그리고 공룡은 솔직히 이해가 안된다....
15505,1편보단아쉽다 그래도 믿고보는 신과함께!
15506,저도1편보다는2편이더잼나게봤어요~주지훈짱 멋있음!
15507,1편보다 2편이 더 괜춘했음
15508,2편에 기대가 높았는지... 너무 실망... 잡다구리한 얘기가 너무 많아 집중안되고 자잘한 코믹요소들이 재미도 없고... 앞에서 막 하품소리도 들리더군... 관람료와 오글거림은 오롯이 관객의 몫인가...  이런식이면...
15509,개인적으로 1편보다 더 여운이 남는것 같아요~
15510,진기한변호사의 탄생배경
15511,1편을이해하고보니훨씬재미있는듯
15512,재미 없어요 김향기 연기를 못하는건지 분위기가 안나는건지 모르지만 엄청 어색합니다
15513,실망이다 억지 감동 만드는 모습이 어색함
15514,개인적인생각으로 난 재미없었자 뻔한 신파극에 한국특유의 억지감동 억지웃음..  영화를 많이 안접한 이들에겐 통할것같기도하다
15515,10점주는애 1점주는애 서로 알바라고 난리고ㅋㅋㅋㅋ내가ㅤㅂㅘㅅ을때 걍 3점짜리 영화임 그냥 뭐 그냥 그랬다
15516,반전의 반전. 끝까지 반전. 재밌었당! 김동욱님 1편에 이어 여전히 참~ 얄미워ㅋㅋ 말 되게 안듣고 뺀질거리는 대사할때마다 한대 쥐어박고 싶더라ㅋㅋㅋㅋ
15517,주지훈 멋져요 다음 3편도 기대됩니다
15518,진짜 너무 감동적임ㅠㅠㅠ
15519,1편보다 2편이 더 재미있는듯
15520,진짜 주지훈 머리 내린건 신의 한수였음 근데 1편이랑 이어지는데 1편을 못봤어가지고 좀 아쉽다....
15521,아이들과 함께 하기 딱 좋은영화..감동과 교훈 까지있어 강추
15522,괜찮음 웹툰과 겹치는 부분도 있고 없고 ㅋ
15523,너무 기대하고 봤나? 오달수가 왜 천만요정인지 깨닫게 되는 영화...
15524,이런 신파극은 이제 좀 그만
15525,세상 재미있어요 중간에 주지훈 머리바꾸고나올때 너무 잘생겨서 숨이 멎어가지고잠시 집중이 깨졌던거 빼고는 세상존잼...근데 속편 나오는지 진짜 궁금하네요 ...성주신이 약간 더나왔으면 즐거ㅤㅇㅝㅅ을텐데 하는 아쉬움과 주지훈...
15526,용기를 가지고 용서를 한다는 건~~~
15527,25년인생 첨으로 다는 평점ㅋㅋ 너무 재밌었는데 안좋은 댓글이 많아 안타까워서ㅠㅜ 감동 재미 잘생김 그뤠잇
15528,존잼임 ㅜㅜㅡㄴ개잼잇음  천만돌파 렛쯔끼릿주지훈개잘생겻어ㅜㅜㅜ
15529,"광명롯시] 1편 부터 봐왔지만, 연출이나 CG는 역시 좀 허술했다. 음향효과는 아예 없었던거 같다. 그럼에도 이야기 위주로 영화를 전개해 나가서 흡입력이 있었다. 자잘한 개그도 좋았다. 전체적으로 한국영화로서 나름 ..."
15530,"이 영화를 보고 느낀점이 있다면,신중하지 못한 선택은 평생동안 후회로 남는다.잘하자.지금  당신 곁의 사람들에게.."
15531,잼있고 보고 마지막 여운을 깊이 간직합니다역시 믿고보는 배우들의 호흡과 완벽한 연출입니다
15532,재미있게 봤습니다...다소 스토리전개가 왔다갔다 해서 맥이 좀끊어지는 느낌이었지만 전체적으로 무난한 영화 였습니다..
15533,"중반까지 크게 웃기지않은 코믹요소로 너무 시간을끈다. 좀더 진지하고 깊게 파고들었으면하는 아쉬움이남는다.영상미,배우들의연기는 나쁘지않았다.잘만들면 감동과 재미까지 겸비한 대작이 될수있을듯한데 극적인반전과 코믹에 편중..."
15534,왜케 웃기려고 하는지. -_- 진지한 맛이 1편에 비해 없었음. 주지훈 연기가 참 좋았음.
15535,1편보다 못한 2편.... 기대치가 너무 높았나보다
15536,염라대왕 너무 멋있습니다다음 편 에서도 볼 수 있겠죠
15537,너무 기대해서그런지 약간 지루하기도했지만 반전에 감동적이었음 ㅠㅠ
15538,3편도 나올 분위기~ 기다리겠소!
15539,주지훈 지붕 위에 각 잡고 앉아있었던게 젤 떠오름 ㅎ
15540,스토리가 더 깊어지고 좋았음!
15541,ㅠㅠ흐어어 ㅠㅠ스토리 개 탄탄해 마치 마동석 팔뚝같음
15542,진짜  재밌게  봤어요!특히 해원맥 짱!!
15543,무난하게 재밌는 영화였다.
15544,모두가 구원받는 이야기
15545,과거 이야기를 풀어내는 과정은 좀 지루했다.. 근데 마지막에 깔끔하게 정리해버리네
15546,"몇몇 사람들은 영화 보면서 솔직히 좀 어지러울 수도 있었을텐데, 난 괜찮았다. 최소한 욕 많이 먹을 영화는 아니었다. 오히려 우리가 살아가는 데 가장 중요한 것이 무엇인지 새삼 일깨워주는 영화였다고 생각한다"
15547,쥬라기월드2에서 잘라먹은 장면을 여기에 넣은듯
15548,한국영화 역사상 쌍천만을 이룬 영화!!
15549,각 지옥들을 지날때 느끼는 약간의 불편한 설명들을 생략?그리고 영화가 끝나갈때의 2% 목마름은 엔딩에서 채워줍니다. 점점 비싸지는 티켓값이 영화를 본전 찾는 식으로 바뀔가 우려도 됩니다.
15550,반전의 반전!! 대~~박!! 3편이 기대된다는~!! 가즈아~~~~
15551,눈물과반전..과거와현재 천년의시간이 아우러지는
15552,최초로 영화보다가 잠듬
15553,솔직히 잘만든 영화는 절대 아님 이야기가 이리갔다 저리갔다 편집 리듬 뚝뚝 끊기고 그러나 하정우와 주지훈의 매력에 거하게 치일수있음 그리고 우리나라에서 이런 아시안풍 어벤져스? 느낌의 영화가 나왔다는거 자체만으로 대...
15554,오늘 주지훈 개멋있었음ㅜㅜ
15555,주지훈 연기가 빛난 2편
15556,"역시 영화에는 정치, 이념적으로 떠나야 잘됨. 옆동네 일본애니 원작으로 만든 역대급 폭망영화랑 다름 ㅇㅇ"
15557,주지훈 개사랑해여????????????
15558,보구왔는데 꿀잼 1봤으면 꼭 보셈
15559,재미있고 웃깁니다 아하하하하
15560,전편보단 별로라는 말이 많아 기대 없이 보고왔는데 갠적으로는 2편을 더 재밌게 봤어요. 교차편집이 많아서 너무 압축한 느낌이 없잖아 있지만 그만큼 지루할 틈은 없었음! 결말도 살짝쿵 반전이고ㅋㅋㅋㅋ  1편 재밌게 봤...
15561,김향기님 매력이 너무 넘치고3차사들 예기도좋고 흥해랏~~!^^
15562,ㅠㅠ 넘 재밌음 주지훈 너무 잘생김...
15563,꿀잼임.. 마지막에 대박이다 꼭보셈 진짜루 대박이야
15564,내용이 쫌 길긴했지만 재밌어요.
15565,진짜 재밌다. 난 개인적으로 1편보다 재밌는듯
15566,1편도 보고 2편도 봤는데 정말 너무 재밌어요 다음 편이 기다려지는 영화!
15567,3편을 기다려야 하나...
15568,신파 많이 줄인것도 좋았고 스토리라인도 좋았는데 왜 지루함이 느껴질까
15569,그냥..  안보신분들 보세요 꼭..
15570,재미도 없고 루즈하기만 하고 공감도 안됨
15571,가족들과 봤다..자는 사람도 있었고 나도 중간이 집에 가고 싶었다.우리나라 CG현실이 이정도 밖에...심형래감독이 더 낫은듯
15572,재미있어요 시리즈빨리나왓으면함
15573,1편도 봤는데 역시 2편도 보길 잘했어요ㅎㅎ추천합니다!!
15574,마지막에 반전이 대박이였던 영화
15575,약간 지루한감은 있었어도그래도 넘 잼났어요
15576,너무재밌었음 1보다 더.. 근데 1 봐야지 훨씬더 잼쓸듯
15577,졸라 재밌게 봄 나만 그러냐?
15578,2에서 나오는 하정우 개 멋짐
15579,그들의 과거 이야기는 별로 궁금하지 않은데..  장편작이나 최소한의 신드롬이라도 일으킨뒤 외전격으로라면 모를까? 1편이후 곧바로 후속편을 이렇게 만드는건 좀...
15580,완전잼나요~마동성 주식투자!완전공감~~
15581,아니이게 재미없을수가있나jQuery22405622345740721928_1533613277292?
15582,소문난 잔치에 먹을거 없다 힘빼고 보자
15583,반전의 반전마지막 장면까지 놓치지말기를.. 10존잼!!!!
15584,염라...죽여줍니다
15585,이야기의 전계가 빤히 예측되어 다소 아쉬움.
15586,가족영화네요^^  쥬라기월드  의식 많이 했나봐용
15587,웹툰을 안 봤으면 8점이상 줄지도 기대가 너무 컸다
15588,반전이 개대박인영화 ㅋㅌㅋ
15589,다들 별로래서 걱정했는데 1편에 비해서 훨씬 내용있고 재미있게 본것 같아요 추천해요~
15590,이 영화를 계기로 한국적인 판타지가 더 많이 만들어지고 흥행했으면 좋겠습니다! 신과함께 2는 여러 의미에서 꼭 잘 됐으면하는 영화!
15591,마동석 연기 잘하넹 이번에는 송제대왕 안나와서 슬펐음
15592,"주지훈 김향기 마동석 케미가 의외로 좋았고 웃은  포인트가 많아서 좋았지만 한편ㄹ으론..,,,사람들이 완전 소름 반전 이래서 기대하고 갔는데그렇게 소름끼칠정도의 반전은 아니다..,, 다 예상가능한..,, 1편이 더 ..."
15593,완전쨈는데!!! ㅠㅠ 느므느므 강강추
15594,재미있음 그런데 공룡은 쫌... 크흠
15595,뭔가 많이 아쉬운 한국영화.. 곧 VOD로 만나겠네요.
15596,기다린 보람이 있음요요요
15597,1편 못지않은 감동과 메시지 다 좋았습니다.
15598,전편보다 신파를 많이 줄이고 개그가 많아서 편하게 보기 좋았다
15599,1편에 이어 2편도 재미있었네요..
15600,재밋더 감동적이당 주지훈머싯당
15601,아쉽게도.. 1편만한 2편을 많이 기대했으리라
15602,"펀드 말고 비트코인 삽시다, 여러분.ㅋㅋㅋㅋ"
15603,진짜 이번편은 주지훈이 캐리한듯ㅠㅠㅠㅠ엄청 재밌게봤어요ㅠㅠ제 친구들도 다 재밌다고 하네요ㅜ3편 나왔으면 좋갰다..
15604,재밌어 ㅠ 이럴꺼면 1편도 볼껄 3편 꼭나오길
15605,신과함께1  똑같이 신선하고 재밌는 영화인 것 같다  반전이 많아서 더 재미있는듯ㅋㅋ
15606,왜이렇게 호불호가 갈리는지 잘 모르겠어요 ㅜㅜ  전달된 스토리가 너무 많아서 좀 힘들었던거만 제외하면 스토리 자체도 탄탄하고 좋은 영화였다고 생각합니다.
15607,과거 얘기 왔다갔다할때 솔직히 좀 지루했음.. 개인적으로 1편에비해 루즈함
15608,1편은 ㅂㄹ였는데 이건 재밌다. ㅋㅋ
15609,1에 이어서도 재밌어요!주지훈이랑 디오 너무웃기고 배우들의 연기가 돋보였어요
15610,저는 재미있게 봤어요 다음편이 기대됩니다.
15611,스토리도 있고 반전에 반전이라 보는맛나요 주지훈 너무 멋있어ㅠㅠㅠ
15612,주지훈의 흑염룡이 폭발한다
15613,1편보다 더 재밌네요~이야기의 전개 그리구 마무리까지 잘 봤습니다.
15614,1편보다 좋았어요 전ㅋㅋ 해원맥이랑 덕춘이 케미 넘좋다♥
15615,짜임새가 좋은데 반전이 엄청 많네요. 신과함께 웹툰이 보고싶어지는 영화
15616,옆에 여자친구 울었어요ㅠㅜ
15617,좀지루한부분도있었지만그래도잼있었다~역시마블리~~마동석짱!!!
15618,주쥰 존잘니뮤ㅠㅠ 너무 좋앗어요♡
15619,재밌었어요 전생이란게 있다면 현재 인연이 설명이 될까 싶기도하네요
15620,시간가는줄 모르고 재미있었어요
15621,꼭 1편보고 보세요 재밋습니다  다만 스토리가조금 끼워맞춰진느낌이 드는건 어쩔수없나봅니다
15622,존잼이에요꼭보ㅛㅔ요
