,text
3002,"구식개그에 답답한 전개, 공룡들 나올때 띠용하고 지루해서 시계를 자주 봤던것같다. 하정우는 연기를 참 잘한다고 생각했었는데 보면 볼수록 연기가 죄다 똑같고 무슨 연기를 하든 그냥 '하정우'다. 새로운것..."
3003,1편도 별로라 생각했는데 2편은 더 별로다.이것저것 다 하려다가 이도저도 안된 짬통같은 스토리.차라리 과거나 성주신 이야기 하나만 했으면 좋았겠다 싶었음.성주신은 차사들이 오기만 기다린건가?입 근질거려 어케참았대냐
3004,음..확실히 1편보단 못함그래도 흥행이유는 1편의 힘이 큰듯이정도 스토리와 전개로 천만을 향해 간다는게 아이러니한 영화임
3005,기억에 남는 망작이네요팩트 정리하면1.개연성 실종2.감동 x3.쓸데없이 상영시간 길음
3006,개인적으로 별로.. 1이 더 재밌었고 감동적이었어요
3007,개인의 취향은 다양하지요..
3008,평점 속지마세요. 평생본 영화중 제일 재미없음.
3009,"정말 확실한 건 절대 10점을 줄 영화가 아니다, 감동은 없고 내용 전개가 복잡하고 찝찝한 의문만 남는 영화지만 그렇게 못봐줄 영화는 아니다. 미션 임파서블 보는 거 추천"
3010,???:야 잠만 존재하는것 중에는 없는데 존재하지 않는것 중에는 골똘히 생각해보면 있어
3011,영화 볼려왔는데 cg만 보고 나왔네  스토리가 날림이냐
3012,그냥 이 영화는 보지말아야됨영화관에서 지루해서 CGV팝콘 라지세트 다 먹고 나왔네
3013,만화책망치지마소.. 좀
3014,지루하다 볼게없어 봤음
3015,1편에서도 그렇고 2편도 그렇고 그냥 너무 지루함 계속 똑같은 패턴의 반복 특히 2편은 4개 상황이 조금씩 나오니깐 답답하고 랩터는 너무 그 상황에 안맞는거같다
3016,실망입니다~ 지루해서 혼났음
3017,"시작1/3부터 늘어짐.새천년 염라대왕 사시1차 합격자에게 승계작업 시도...성공할까?주라기2랑 공룡CG가 너무 비교됨.스토리가 강하지도않고 예상대로 흘러가며,높아진CG 눈높이도 못따라가서 아쉽네요. 어릴수록 좋와함...."
3018,진짜 최악이다 애들 장난치는 영화도 아니고 공룡이 왜 나와 원작이 아깝다 후속작은 그냥 집어 치워라
3019,재밌다는 애들 뭐냐?  와 시간도긴데 잠와서죽는줄 첫데이트 덕분에 망침 진짜 전작나름잼게보고 이번평도 좋아봤는데 OOO기 마지막 아버지 10초? 그것만 조금좋고 노답 한국은시리즈보면안돼
3020,이젠 개나소나 다 천만관객 영화네...
3021,좀 지루했음 3편은 나오질말길
3022,큰 기대를하고 봤는데~~~재미없다6점이다
3023,아..진심 노잼정신사납고 스토리 전개 왔다갔다끼워맞추기로 마무리....차라리 1편이 볼게 많음..
3024,주지훈과 마동석이 살려놓은영화 랩터와 티렉스 그것도 부족했는지 모사사우루스까지...쥬라기공원을 감독이 너무 감동적으로봤나 아니면 미스터고 폭망으로 정신못차렸을텐데 아직 그걸로 부족했는지..
3025,억지신파극 원작파괴왕 제일 기억나는건 헤이헤이에 나온 엽기애교소개팅녀가 보육원상담사로 나오는것뿐
3026,갑툭튀하는 공룡들은 무엇? 어이상실
3027,"전작 개연성 다어디갔냐 400년만의 소방관 귀인은 그렇다치고 이승에서 ㅤㄲㅒㅇ판친놈도 귀인되어서 소방관보다 더쉽게 재판받고, 저승사자들은 나중에 환생하는거 아니었? 왜 가택신으로 바뀌냐? 한국치고 cg잘만든건 인정하는데 ..."
3028,절대알바아니다. 순수한이고.. 어이가없는영화다. 상영시간의 문제로 인해 웹툰의 알찬스토리를 풀어낼수없는 문제점을 배우이름값으로 떼운 망작이다. 찍느라 수고하셧고 3편떡밥은 떡밥으로 남길 바란다.
3029,알바 세끼들 진짜..진실이다.영화 지루했고 억지스런 설정 중간에 어이없어서 나간 사람많고 비주얼만 신경쓴 게 OOO.추석때 할거다.도내고 보지마라
3030,신파없이는 영화 못만드는 개노잼영화 스크린 독점빨로 계속 꿀빨려하네 ㅉㅉ
3031,영화판은 엉망별로인데 왜빠는지모르겠네
3032,보는 내내 힘들어 죽는줄..
3033,하....짜증나 진짜 개연성이라곤 찾아볼수가없네 이따구로 만들고 싶냐
3034,너무 재미없어 미치겠다. 왜 이걸 800만명이 봤는지 이해불가. 드라마 1편 공짜로 본 것보다도 못하다. 돈 받고 봐도 안 볼 영화..
3035,배우들은 열심히 하는데 억지 유머코드 같은거 때문에 실망... 가끔 주지훈이 웃기긴 했는데 초반에 내용이 너무 뻔하고 오글거려서 지루했고 극후반에만 재밌었음
3036,솔직히 이번영화는 스토리 퀄리티가 너무 떨어진다...그냥 주지훈의 연기력이 캐리하여 마지막 부분에 감동이 있었던거지...수원역은...대사에 나오듯이 강림의 이용 수단일 뿐 영화상 에선 감동.재미 그 무엇도 없던 인물...
3037,과잉된 연기..좀 덜어낼 장면은 덜어내지.. 너무 포트폴리오같애...
3038,스토리가 1편보다 엉성해요
3039,원작을 개 무시해도 정도가 있지...
3040,별루인데 왜케들 많이 보지 ? ㅡㅡ
3041,진짜 너무 좋려....
3042,"1편보다는 확실히 몰입도가 떨어지고, 내용을 억지로 끼워맞춘다는 느낌이 들었어요.. 하정우가 김재홍한테 엄청 집착하는 이유가 뭘까.. 하면서 봤는데, 결국 자신이 저질렀던 죄를 남이 또 저지르면 그 사람의 평생 고통..."
3043,솔직히 별로 재미가 없었어요.. 공룡은 왜 나오는건지 모르겠고..
3044,ㅋㅋㅋㅋ 영화 리뷰어들은 하나같이 다 혹평을하는데 이 머저리 관객들은 수준낮은 B급영화만봐서그런지  평점을 후하게주네 ㅋㅋ
3045,1편에비해  사알짝 실망
3046,이게 무슨 천만 영화여.그만좀들합시다
3047,1편보단 많이 지루한감이..
3048,이런 된장.한숨 자기 좋은 영화.ㅠㅠㅠ
3049,여러 내용이 동시에 전개돼서 그런지 약간 루즈한 느낌
3050,"고생했을 스탭들, 배우들 생각해서 이 정도 준다...."
3051,전편보단 실망했어요억지스러운부분도 많고
3052,평점..관객수준이 의심된다..
3053,이렇게 지루하고 뒷얘기 다 예측가능한 영화는 처음인듯
3054,그냥 두시간정도 시간은 잘 때웠지만 그저 그랬어요. 추천할 영화는 아니었어요. 요즘 참 재미있는 영화 없네요.
3055,알바들이 많았다는걸 느낀다와 졸라 잼없네
3056,오늘 보고 왔는데 1편보단 솔직히 재미없고 지루했어요.영화가 너무 잡다한 부분이 많았고 끝에 반전도 너무 예측하기 쉬운거여서 재미도 없고.마지막 하정우아빠가 염롸대왕이였고 이정재의모습으로 해달라고 했던장면도 개연성이...
3057,잤다. 지루해서...
3058,투자 많이 한 영화는 다르긴 다르네 근데 영화 보는 121분 동안 조금 지루한 건 사실이다.
3059,뜬금없는 공룡씬에 당황스러웠네요 ㅋㅋ 영화스토리에 이것저것 너무 많은 것을 꽉꽉 채워 담아내려 애쓴거 같아 오히려 전  감점입니다 초딩 아들은 재밌었다네요
3060,억지로 끼워넣는 전개인 듯해서 아쉬웠다미션 임파서블 두 번보는게 차라리 더 나았다
3061,개노잼이네;; 알바가 판을친다
3062,1편은 좀 슬프기라도 했지 2편은 캐릭터 붕괴에 정말 개연성이 1도 없다... cg라도 괜찮으면 오락영화 셈 치고 보는데 cg도 과하고 어색하기 짝이 없음 진짜 영화보다가 나가고 싶싶었다; 그래도 배우들과 스태프들 ...
3063,자꾸 잠이 와서 그냥 자버렸어요 너무 기대가 컸나요? 암튼 아쉽네요
3064,아주 재미 없는건 아니지만 솔직히 기대이하였다...다른 영화들이 워낙 별로라 이 영화에 관객들이 몰리는 영향이 크다고 본다 아마 어벤져스정도랑 붙었으면 이정도의 성과는 불가능했을거라고 봄
3065,신과함께1을 보고 기대하고 갔겄만 기대가 너무 컸나 생각보다 초반에 너무 지루했구 갈수록 더 지루해져서 같이간 동생은 잠까지 자더군요 ㅋㅋ 저는 돈아까워서 끝까지 보았는데 후반부되니깐 그나마 볼만함 그래서 별점 5점...
3066,지루했다.전편보다 못함.
3067,넘 기대했나 싶음 남친이랑 봤는데 둘 다 별로랬다 .. 배우들 연기력 짱짱이고 스토리는 좋지만 별로 막 재밌다 눈물이 저절로 나온다 이런 건 없었음 그래도 중간 중간 유머가 재밌었음 그래도 차라리 1편이 더 감동있고...
3068,"어휴.,.디워급..."
3069,마동석형한테  왜 나레이션을 시켰는지 모르겠음.초반스토리가 너무 별로였음. 후반에 억지짜집기란 느낌이 살짝듬. 1이 너무 원작을 벗어난단 소리를 들으니 얼추비슷하게 동일요소를 집어넣음. 2 스케일을 보아 3이 기대가...
3070,"현재 우리나라 모습과 별반 다를 거 없는 모습. 저승에서도 혈연, 지연... 학연도 있었나? 부제가 왜 인과 연인지 알겠네요. 가족과 함께-인과 연"
3071,보는동안 시간가는줄 모르고 봤네요.전편만큼 재밌고 감동이었습니다.또 보고싶을만큼 최고!!
3072,스토리 빵빵한데 지루함의 연속 ... 반전의 끝판왕 ㅇㅁㅇ ... 한번은 볼만한데 두번은 못보겠음
3073,"솔직히 이게 재밌나? 진짜 가슴에 손을 얹고 생각을 다시한번 해 보시길 바랍니다. 대부분 지루해하는 분위기에, 나름 개그라고 만든 대사는 재미가 하나도 없으며 오히려 영화보는데 있어 집중력만 흐트려 놓았습니다. 정말..."
3074,"전달하고자 하는 바는 알겠으나, 공감도 안되고 삘만 가득한 농담으로 가득해 전체를 관통하는 주제를 흐뜨려놓은, 한마디로 중구난방임."
3075,"ㄹㅇ 10노잼 억지로 끼워넣는 스토리 ,신파, 코미디 죄다 억지로 유발 웃음이든 슬픔이든 이게 재밌냐;; 보다가 나갈뻔 인천상륙작전보다 못한 영화 ㅅㅂ;"
3076,초반엔 좀볼만하다가 뒤로갈수록 전혀공감안되는 스토리와 상황들. 묶인채 발로차서 늑대 처치하는장면에서 빵터지고 대장군이란사람이 혼자 오랑캐들 찾아간다는 설정도 공감1도안됨. 그나마 연기들을 잘해서 오히려 연기자들이 대...
3077,나는 별로....재미 1도없어 볼거리 1도없어 솔직히 마지막 20분만 보고나오면 됨..
3078,진짜 재미없음  절대보지말길
3079,잘해도 7점인 영화 10글자 이상 왜 쓰라고 하는건지
3080,내가 다시는 영화 2탄 나온건 안볼거임. 쥬라기월드랑 신과함께에 당한 느낌임. 1편의 긴박함은 어디다 갖다 버렸는지... 마동석이 나왔으면 몸으로 액션을 해야하는데 입으로 액션함. 이야기꾼등극. 그것도 무지하게 지루...
3081,잤다 잤어~zzz 나레이션 영화
3082,차사들 이야기만 늘어놓느라 너무 지루하고재미도 없었음1편때와 달리 감동도 없고 억지감동과짜맞추기 같아보였음 ..
3083,이해못하는 내가 문젠지 영화가 문젠지 골똘히 생각하게해주는 영화
3084,그냥 웹툰 이승편 그대로 가져오는게 더 낫지 않았을까 싶다..
3085,배우들의 연기도 좋고 CG에도 공을 많이 들인 듯 볼거리는 화려하다. 그렇지만 스토리가 매끄럽지 못하고 영화가 끝나도 여운이 없고 아쉽지 않다. 전형적인 한국식 상업영화 느낌이다. 싸우고 시끄럽고 화려하며 예상 가는...
3086,난 솔직히 1편보다 낫다고 본다
3087,스크린독점 실화임?...
3088,솔직히 방금봤는데 진심 노잼 이걸 왜 8.6이 넘는 평점을...
3089,원작보고 봐서 그런가 영화보는내내 오그라들었다.
3090,그리 재밌진 않은....
3091,평점보고 안좋은 댓글이 많아서 의심하고 봤는데  저는 몰입 잘ㅤㄷㅚㅆ고 스토리도 좋았어요 1편같이 신파도 딱히 없어서 더 좋았고 ㅎㅎ CG도 완전  어색하지도 않았고  차사들의 과거이야기가 진솔하게 나온게 전  개인적으로...
3092,마동석은 슬픈연기 하는건 더 연습해야할듯덕춘이 캐릭터가 너무 징징거려서 보는내내 짜증남공룡 개 뜬금없고 영화자체가 그냥 뜬금포의 연속인듯하다개연성없는 영화. 10점 주는 알바들은 양심없나
3093,5 6점 정도는 되는데 10점 주는 어이없는 평가보고. 균형의 1점 준다세상에 나는 원작 웹툰을 안봤지만 판관들 부터 대왕들 까지 스타일링이 중국 양산형 무협같았고.마지막 20분을 위해서 2시간 동안 유치했다.
3094,스크린독점 스크린독점
3095,설명이 하도 많아서 지루합니다.
3096,마동석 비트코인드립대문에 3점이라도준다
3097,이런식의 흥행공식은 별로....
3098,너무 지루해서 오분간격으로 시계봄.
3099,기대를 많이 해서 그런지 별로였어요내용이 왔다갔다 하면서 너무 집중이 안됐어요
3100,완전재밋어요 주지훈이 돋보이고 ~ 마지막 반전 !
3101,양보하고 양보해도 진짜 공룡은 좀 아니지 않나요?
3102,"부분부분 내용은 재밌었지만 너무 맥락없는 영화였어요,,, 특히 공룡.. 그리고 김수홍 너무 맥락없이 깐죽거려서 한대 치고 싶었어요^^"
3103,솔직히 별로 재미없었음.맘에 드는건 1편처럼 억지신파 없는거맘에 안드는건 1편 회오리처럼 무리수 쫌 많이 나오고 전체적으로 오글거림
3104,너무 뻔한 전개가 식상했습니다. 흐름도 뚝뚝 끊기구요.
3105,재밌구만 알바들아 평점 깎지마라
3106,전편보다 재밌다. 시나리오작가가 힘을 준듯. 삼차사의 과거이야기와 성주신스토리가 자연스럽게 이어져서 위화감없이 재밌게 봤다.
3107,주지훈 매력터지구 세분이서 케미가 흘러 넘치구 마동석역 찰떡소화
3108,차사들의 관계성과 케미가 좋았다
3109,재미있어요 꼭보세요 마블리짱 ㅎㅎ
3110,1편에 비해 좀 지루하다
3111,영화 스케일에 비해 스토리가 너무한 듯.이정도 스토리로 영화관와서 2시간 20분 투자한게 너무 아깝다. 배우빨이 크다
3112,진짜 진심 매우 노잼 와우
3113,올바른 삶이란 무엇인가에 대한 고찰
3114,유치한 한국식 블록버스터... 이걸 보느니 미션 임파서블 폴아웃을 한 번 더 보고 만다.
3115,너무 많은 이야기들을 담으려다 모든 이야기들을 2프로씩 부족하게 담았다
3116,주지훈이 코믹좋다.돈주고보기 아깝지않음~
3117,"일단 주지훈 대박 진짜 개 잘생겼고, 진짜 기획력 대박 아라는 말 밖에 안 나올거 같고, 그 중간중간에 유머 잡는것도 짱이다.."
